Last changed by,Oper. System Status,Order,Order Type,Activity,Operation WorkCenter,Operation short text,Description,Functional Location,Number of workers,planned Work,Actual work,Total planned costs,Total actual costs,Scheduled finish,Scheduled start
GBDCQA,CNF  ORSP TECO,62498740,72FP,0010,NEL-I1-7,(W) FGI CHROMAT COMPARISON CHECK (C1),(W) FGI CHROMAT COMPARISON CHECK (C1),GB.NEL.NE-QT-52040,1,1,1,364.31,364.31,1/2/2023,1/2/2023
GBSHCU,CNF  ICHA ORSP QMDA TECO,62514209,72FP,0010,NEL-M0-2,(Q) SCBA CYLINDER RECERT,(Q) SABRE SCBA USER CHECKS,GB.NEL.F0911010,1,5,5,440,440,1/3/2023,1/2/2023
GBSHCU,CNF  ORSP TECO,62514209,72FP,0020,NEL-M0-2,(Q)SCBA MOISTURE CHECK / SILICA EXCHANGE,(Q) SABRE SCBA USER CHECKS,GB.NEL.F0911010,1,6,6,440,440,1/3/2023,1/2/2023
R_CPS_RFC,CNF  ORSP TECO,62538628,72FP,0010,NEL-I0-2,(W) A-78170 DAILY PSD/ESD FAULT FINDING,"(W,2W,M)TCI DAILY F&G/ESD/PSD/AAM/EPU CK",GB.NEL.F0102001,1,7,7,"1,520.00","1,520.00",1/7/2023,1/2/2023
R_CPS_RFC,CNF  ORSP TECO,62538628,72FP,0020,NEL-I0-2,(W) HONEYWELL AAM BAD ACTOR REVIEW,"(W,2W,M)TCI DAILY F&G/ESD/PSD/AAM/EPU CK",GB.NEL.F0102001,1,14,14,"1,520.00","1,520.00",1/7/2023,1/2/2023
R_CPS_RFC,CNF  ORSP TECO,62538628,72FP,0030,NEL-I0-2,(W) EPU DAILY READINGS,"(W,2W,M)TCI DAILY F&G/ESD/PSD/AAM/EPU CK",GB.NEL.F0102001,1,7,7,"1,520.00","1,520.00",1/7/2023,1/2/2023
R_CPS_RFC,CNF  ORSP TECO,62538628,72FP,0035,NEL-I0-2,(W)PES/TOTU/EMOC/FIT4/TCI-QUERIES&ACTION,"(W,2W,M)TCI DAILY F&G/ESD/PSD/AAM/EPU CK",GB.NEL.F0102001,1,10,10,"1,520.00","1,520.00",1/7/2023,1/2/2023
R_CPS_RFC,CNF  ORSP TECO,62591331,72FC,0010,NEL-O2,Isolate Oil stream 1,Clean and refit Oil Stream 1 Strainer,GB.NEL.NE-S-1001,1,1,1,488.85,480.02,1/2/2023,1/2/2023
R_CPS_RFC,CNF  ORSP TECO,62591331,72FC,0015,NEL-Z8-2,Rigging assistance,Clean and refit Oil Stream 1 Strainer,GB.NEL.NE-S-1001,1,2,2,488.85,480.02,1/2/2023,1/2/2023
R_CPS_RFC,CNF  ORSP TECO,62591331,72FC,0020,NEL-M0-2,Clean & Refit Oil Stream 1 Strainer,Clean and refit Oil Stream 1 Strainer,GB.NEL.NE-S-1001,1,10,10,488.85,480.02,1/2/2023,1/2/2023
R_CPS_RFC,CNF  ORSP TECO,62591331,72FC,0030,NEL-O2,Deisolate Oil stream 1,Clean and refit Oil Stream 1 Strainer,GB.NEL.NE-S-1001,1,1,1,488.85,480.02,1/2/2023,1/2/2023
R_CPS_RFC,CNF  ORSP PRT  TECO,62328352,72FP,0010,NEL-M0-2,(Q) MAINTENACE CHECK OF K-7004,(Q) K-7004 Maintenace Schedule,GB.NEL.E0601002,1,7.5,0,402.75,515.77,1/3/2023,1/3/2023
R_CPS_RFC,CNF  ORSP TECO,62444436,72FP,0010,NEL-M0-2,(Q) MAINTENACE CHECK OF K-7004,(Q) K-7004 Maintenace Schedule,GB.NEL.E0601002,1,7.5,0,"1,104.29",0,1/3/2023,1/3/2023
R_CPS_RFC,CNF  ORSP TECO,62472003,72FP,0010,NEL-M0-2,(H) CHECK TENSION TO 250 NM,(H) CHECK 26/N32 CLAMP BOLT TENSION,GB.NEL.NE-WELL26-N32-S01,1,2,2,80,80,1/3/2023,1/3/2023
R_CPS_RFC,CNF  ORSP TECO,62479000,72FP,0010,NEL-I1-7,(Q) H2S ANALYSER FILTER CHKS,(Q) H2S ANALYSER FILTER CHECKS (C1),GB.NEL.B0301001,1,4,4,0.04,0.04,1/3/2023,1/3/2023
R_CPS_RFC,CNF  PRT  TECO,62498201,72FP,0010,NEL-O2,(W) T-2013 LUBE OIL TANK DEMISTING,(W) T-2013 LUBE OIL TANK DEMISTING,GB.NEL.NE-T-2013,1,1,1,0.01,0.01,1/3/2023,1/3/2023
GBPPBC,CNF  ICHA QMDA TECO,62498210,72FP,0010,NEL-E0-2,(M) NAVAID1 CHECK NAV AID OPERATION,(M) NAVAID1 CHECK NAV AID OPERATION,GB.NEL.F0801001,1,2,2,80,0,1/3/2023,1/3/2023
R_CPS_RFC,CNF  PRT  TECO,62498213,72FP,0010,NEL-O2,(M) HVAC LEV OPS CHECK,(M) HVAC LEV OPS CHECK,GB.NEL.F1004,1,2,2,0.02,0.02,1/3/2023,1/3/2023
R_CPS_RFC,CNF  PRT  TECO,62498419,72FP,0010,NEL-O1,(M) DIESEL SAMPLE FROM CENTRIFUGE,(M) DIESEL SAMPLE FROM CENTRIFUGE,GB.NEL.NE-P-5401,1,1,1,0.01,0.01,1/3/2023,1/3/2023
R_CPS_RFC,CNF  ORSP TECO,62498462,72FP,0010,NEL-Z9-2,(M) VISUAL INSP OF BULK LOADING EQUIP,(M) VISUAL INSP OF BULK LOADING EQUIP,GB.NEL.G02,1,4,4,160,0,1/3/2023,1/3/2023
R_CPS_RFC,CNF  TECO,62498575,72FP,0010,NEL-ZC-8,(6W) CHANGE THE 3 FILTERS CARTRIDGES,(6W) WATER DISPENSER FILTER CHANGE,GB.NEL.E0421,1,3,3,0.03,0.03,1/3/2023,1/3/2023
R_CPS_RFC,CNF  ORSP TECO,62498598,72FP,0010,NEL-I1-7,(Q) OIL EXP STR1 CONFIG CHECK,(Q) OIL EXP STR1 CONFIG CHECK (C1),GB.NEL.A0321001,1,2,2,0.02,0.02,1/3/2023,1/3/2023
R_CPS_RFC,CNF  ORSP TECO,62498599,72FP,0010,NEL-I1-7,(Q) OIL EXP STR2 CONFIG CHECK,(Q) OIL EXP STR2 CONFIG CHECK (C1),GB.NEL.A0321001,1,2,2,0.02,0.02,1/3/2023,1/3/2023
R_CPS_RFC,CNF  ORSP TECO,62498600,72FP,0010,NEL-I1-7,(Q) OIL PROVER CONFIG CHECK,(Q) OIL PROVER CONFIG CHECK (C1),GB.NEL.A0321001,1,2,2,0.02,0.02,1/3/2023,1/3/2023
R_CPS_RFC,CNF  ORSP TECO,62498601,72FP,0010,NEL-I1-7,(Q) GAS EXP STR2 CONFIG CHECK,(Q) GAS EXP STR2 CONFIG CHECK (C1),GB.NEL.B0301001,1,2,2,0.02,0.02,1/3/2023,1/3/2023
R_CPS_RFC,CNF  ORSP TECO,62498602,72FP,0010,NEL-I1-7,(Q) GAS EXP STR3 CONFIG CHECK,(Q) GAS EXP STR3 CONFIG CHECK (C1),GB.NEL.B0301001,1,2,2,0.02,0.02,1/3/2023,1/3/2023
INNKCQ,CNF  ICHA QMDA TECO,62498619,72FP,0010,OTA-ST,(1) SUBSEA/FOUNDATION STRUCTURES,(1) SUBSEA/FOUNDATION STRUCTURES,GB.NEL.M0209,1,3,0,0,0,1/10/2023,1/3/2023
INNKCQ,CNF  ICHA QMDA TECO,62498621,72FP,0010,OTA-ST,(1) TOPSIDES STRUCTURES,(1) TOPSIDE STRUCTURES,GB.NEL.M03,1,3,0,0,0,1/10/2023,1/3/2023
R_CPS_RFC,CNF  ORSP TECO,62498684,72FP,0010,NEL-M0-2,(Q) REPLACE LATHE CUTTING FLUID,(Q) REPLACE CUTTING FLUID MACHINING TOOL,GB.NEL.L0204,1,2,2,160,160,1/3/2023,1/3/2023
R_CPS_RFC,CNF  ORSP TECO,62498684,72FP,0020,NEL-M0-2,(Q) REPLACE BAND SAW CUTTING FLUID,(Q) REPLACE CUTTING FLUID MACHINING TOOL,GB.NEL.L0204,1,2,2,160,160,1/3/2023,1/3/2023
R_CPS_RFC,CNF  PRT  TECO,62498710,72FP,0010,NEL-O2,(W) CONDUCT AND RECORD SAND JETTING,(W) CONDUCT AND RECORD SAND JETTING,GB.NEL.A0401013,1,24,24,0.24,0.24,1/6/2023,1/3/2023
GBCHUE,CNF  ICHA PRT  QMDA TECO,62498741,72FP,0010,NEL-O2,(Q) CHECK PSD T/X IMPULSE LINES CLEAR,(Q) CHECK PSD T/X IMPULSE LINES CLEAR,GB.NEL.G0302002,1,4,4,0.04,0.04,1/3/2023,1/3/2023
R_CPS_RFC,CNF  ORSP PRT  TECO,62513864,72FP,0010,NEL-M0-2,(Q) OIL PRODUCTION VIBRATION ROUTE,(Q) OIL PRODUCTION VIBRATION ROUTE,GB.NEL.G0207,1,4,4,160,160,1/3/2023,1/3/2023
GBSHCU,CNF  ORSP TECO,62591329,72FC,0010,NEL-O2,Isolate FP-A,"Replace FP""A"" engine oil & filters",GB.NEL.NE-PE-6600,1,1,0,"1,898.44","1,503.00",1/3/2023,1/3/2023
GBSHCU,CNF  ORSP TECO,62591329,72FC,0020,NEL-M0-2,"Replace FP""A"" engine oil & filters","Replace FP""A"" engine oil & filters",GB.NEL.NE-PE-6600,2,10,1,"1,898.44","1,503.00",1/3/2023,1/3/2023
GBSHCU,CNF  ORSP TECO,62591329,72FC,0030,NEL-O2,Deisolate FP-A,"Replace FP""A"" engine oil & filters",GB.NEL.NE-PE-6600,1,1,0,"1,898.44","1,503.00",1/3/2023,1/3/2023
R_CPS_RFC,CNF  PRT  TECO,60096748,72FC,0010,NEL-L1-2,PT-20019 Repair Lagging,(CUI) PT-20019 Repair Lagging P2,GB.NEL.NE-PT-20019,1,5,1,170,34,1/4/2023,1/4/2023
R_CPS_RFC,CNF  ORSP TECO,62437180,72FP,0010,NEL-I1-7,(1) OIL EXPORT STRM 2 FLOW COMPUTER CHCK,(1) OIL EXP ST 2 COMP CHECKS (C1),GB.NEL.NE-YC-10002,1,6,6,0.06,0.06,1/4/2023,1/4/2023
R_CPS_RFC,CNF  ORSP TECO,62455877,72FP,0010,NEL-M0-2,(1) RECERTIFY PARAMETRICS FLOW METER,(1) RECERTIFY PARAMETRICS FLOW METER,GB.NEL.L0204001,1,1,1,40,40,1/4/2023,1/4/2023
R_CPS_RFC,CNF  ORSP PRT  TECO,62471679,72FP,0010,NEL-M0-2,(4) INSPECT PIPE SUPPORT (2HRS),(4) PS_SLOT15 INSPECT PIPE SUPPORT,GB.NEL.A0101015,1,12,12,480,480,1/5/2023,1/4/2023
R_CPS_RFC,CNF  ORSP PRT  TECO,62471680,72FP,0010,NEL-M0-2,(4) INSPECT PIPE SUPPORT (2HRS),(4) PS_SLOT24 INSPECT PIPE SUPPORT,GB.NEL.A0101024,1,12,12,480,480,1/5/2023,1/4/2023
R_CPS_RFC,CNF  ORSP PRT  TECO,62498200,72FP,0010,NEL-M0-2,(4) INSPECT PIPE SUPPORT (2HRS),(4) PS_SLOT23 INSPECT PIPE SUPPORT,GB.NEL.A0101023,1,12,12,480,480,1/5/2023,1/4/2023
GBDBBG,CNF  ICHA ORSP QMDA TECO,62498214,72FP,0010,NEL-I0-2,(6W) HDF_05 CHECK FIRE DAMPER OPERATION,(6W) HDF_05 CHECK FIRE DAMPER OPERATION,GB.NEL.F10,1,4,4,160,160,1/4/2023,1/4/2023
GBDBBG,CNF  ICHA ORSP QMDA TECO,62498215,72FP,0010,NEL-I0-2,(6W) HDF_06 CHECK FIRE DAMPER OPERATION,(6W) HDF_06 CHECK FIRE DAMPER OPERATION,GB.NEL.F10,1,4,4,160,160,1/4/2023,1/4/2023
GBDBBG,CNF  ICHA ORSP QMDA TECO,62498216,72FP,0010,NEL-I0-2,(6W) HDF_07 CHECK FIRE DAMPER OPERATION,(6W) FIRE DAMPER OPERATION CHECKS,GB.NEL.D0403,1,4,4,160,160,1/4/2023,1/4/2023
R_CPS_RFC,CNF  PRT  TECO,62498217,72FP,0010,NEL-O2,(Q) OIL SAMPLE ROUTINE 2,(Q) LUB OIL SAMPLE ROUTINE 2,GB.NEL.G0207,1,3,3,0.03,0.03,1/4/2023,1/4/2023
R_CPS_RFC,CNF  PRT  TECO,62498219,72FP,0010,NEL-O2,(M) FIRE PUMP LUBE OIL SAMPLING,(M) FIRE PUMP/RB211 LUBE OIL SAMPLING,GB.NEL.G0207,1,2,2,0.02,0.02,1/4/2023,1/4/2023
TPGBPTU1,CNF  ICHA ORSP QMDA TECO,62498500,72FP,0010,NEL-O6-2,(2W) FUNCTION TEST HELIDECK MONITORS,(2W) FUNCTION TEST HELIDECK MONITORS,GB.NEL.F0621,2,4,4,160,0,1/4/2023,1/4/2023
GBCHUE,CNF  ICHA PRT  QMDA TECO,62498564,72FP,0010,NEL-O2,(Q) CORROSION INHIB PUMPS/FLOW CHECKS,(Q) CORROSION INHIB PUMPS/FLOW CHECKS,GB.NEL.E1312002,1,1,1,0.01,0.01,1/4/2023,1/4/2023
TPGBMBEC,CNF  TECO,62498606,72FP,0010,NEL-ZF-S,"(1)MONITORING OF CLAMP BOLTS ON 36""HEADR","(1)MONITORING OF CLAMP BOLTS ON 36""HEADR",GB.NEL.A0102888,1,2,2,0.13,0.13,1/4/2023,1/4/2023
TPGBMBEC,CNF  ICHA QMDA TECO,62498606,72FP,0020,NEL-ZF-S,(1) INSP ROUTINE FOR MCDR NE-096-P-15,"(1)MONITORING OF CLAMP BOLTS ON 36""HEADR",GB.NEL.A0102888,2,2,2,0.13,0.13,1/4/2023,1/4/2023
TPGBMBEC,CNF  ICHA QMDA TECO,62498606,72FP,0030,NEL-ZF-S,(1) INSP ROUTINE FOR MCDR NE-096-P-15,"(1)MONITORING OF CLAMP BOLTS ON 36""HEADR",GB.NEL.A0102888,2,6,6,0.13,0.13,1/4/2023,1/4/2023
TPGBMBEC,CNF  ICHA QMDA TECO,62498606,72FP,0040,NEL-ZF-S,(1) INSP ROUTINE FOR MCDR NE-096-P-15,"(1)MONITORING OF CLAMP BOLTS ON 36""HEADR",GB.NEL.A0102888,1,3,3,0.13,0.13,1/4/2023,1/4/2023
R_CPS_RFC,CNF  ORSP TECO,62498611,72FP,0010,NEL-I0-2,(W) PORTABLE GAS MONITOR CALIBRATION,(W) PORTABLE GAS MONITOR CALIBRATION,GB.NEL.F0911017,1,10,10,440,440,1/6/2023,1/4/2023
R_CPS_RFC,CNF  ORSP TECO,62498611,72FP,0020,NEL-I0-2,(W) ERT BASE PORTABLE GAS DETECTORS,(W) PORTABLE GAS MONITOR CALIBRATION,GB.NEL.F0911017,1,1,1,440,440,1/6/2023,1/4/2023
R_CPS_RFC,CNF  PRT  TECO,62498693,72FP,0010,NEL-O2,(W) ANNULUS PRESSURE MONITORING,(W) ANNULUS PRESSURE MONITORING,GB.NEL.A01,1,3,3,0.03,0.03,1/4/2023,1/4/2023
R_CPS_RFC,CNF  ORSP TECO,62498719,72FP,0010,NEL-Z1-2,(M) INSPECTION OF WORKING AT HEIGHT,(M) INSP OF WORKING AT HEIGHT EQUIPMENT,GB.NEL.L0204002,1,6,6,240,0,1/4/2023,1/4/2023
R_CPS_RFC,CNF  PRT  TECO,62498786,72FP,0010,NEL-O2,(W) SWITCH OPERATIONAL PUMP P-4600/1,(W) WATER TRANSFER PUMP SWITCHOVERS,GB.NEL.E04,1,1,1,0.02,0.02,1/4/2023,1/4/2023
R_CPS_RFC,CNF  PRT  TECO,62498786,72FP,0020,NEL-O2,(W) SWITCH OPERATIONAL PUMP P-8801/2,(W) WATER TRANSFER PUMP SWITCHOVERS,GB.NEL.E04,1,1,1,0.02,0.02,1/4/2023,1/4/2023
R_CPS_RFC,CNF  ORSP PRT  TECO,62523081,72FP,0005,NEL-O2,(M) INFORM METERING ONSHORE OR TEST,(M) HOWE MPM DYN CAL & SAMPLE (C1),GB.NEL.NE-FE-17013,1,1,1,0.07,0.07,1/4/2023,1/4/2023
R_CPS_RFC,CNF  PRT  TECO,62523081,72FP,0010,NEL-O1,(M) HOWE MPM DYN CALIB CHK AN M SAMPLE,(M) HOWE MPM DYN CAL & SAMPLE (C1),GB.NEL.NE-FE-17013,1,3,3,0.07,0.07,1/4/2023,1/4/2023
R_CPS_RFC,CNF  ORSP PRT  TECO,62523081,72FP,0020,NEL-I1-7,(M) TEST SEP CORIOLIS  ZERO CHECK,(M) HOWE MPM DYN CAL & SAMPLE (C1),GB.NEL.NE-FE-17013,1,3,3,0.07,0.07,1/4/2023,1/4/2023
R_CPS_RFC,CNF  ORSP TECO,60959941,72FC,0010,NEL-O2,Isolate firewater pri ringmain supply,[PV]IV-66116 valve replacement work,GB.NEL.NE-IV-66116,1,2,2,"3,966.14","4,085.06",1/5/2023,1/5/2023
R_CPS_RFC,CNF  ORSP TECO,60959941,72FC,0020,NEL-M0-2,Raise emoc for IV-66116 - emoc 92192,[PV]IV-66116 valve replacement work,GB.NEL.NE-IV-66116,1,2,16,"3,966.14","4,085.06",1/5/2023,1/5/2023
R_CPS_RFC,CNF  ORSP TECO,60959941,72FC,0030,NEL-O2,Deisolate firewater pri ringmain suppy,[PV]IV-66116 valve replacement work,GB.NEL.NE-IV-66116,1,2,2,"3,966.14","4,085.06",1/5/2023,1/5/2023
R_CPS_RFC,CNF  ORSP TECO,60959941,72FC,0035,NEL-M0-2,HB IV-66116 valve prior to replace,[PV]IV-66116 valve replacement work,GB.NEL.NE-IV-66116,2,16,4,"3,966.14","4,085.06",1/5/2023,1/5/2023
R_CPS_RFC,CNF  ORSP TECO,60959941,72FC,0037,NEL-S1-2,Erect Scaffold Support Frame,[PV]IV-66116 valve replacement work,GB.NEL.NE-IV-66116,2,14,14,"3,966.14","4,085.06",1/5/2023,1/5/2023
R_CPS_RFC,CNF  ORSP TECO,60959941,72FC,0040,NEL-O2,Isolate firewater pri ringmain supply,[PV]IV-66116 valve replacement work,GB.NEL.NE-IV-66116,1,2,2,"3,966.14","4,085.06",1/5/2023,1/5/2023
R_CPS_RFC,CNF  ORSP TECO,60959941,72FC,0050,NEL-M0-2,IV-66116 valve replacement,[PV]IV-66116 valve replacement work,GB.NEL.NE-IV-66116,2,10,10,"3,966.14","4,085.06",1/5/2023,1/5/2023
R_CPS_RFC,CNF  ORSP TECO,60959941,72FC,0060,NEL-O2,Deisolate firewater pri ringmain suppy,[PV]IV-66116 valve replacement work,GB.NEL.NE-IV-66116,1,2,2,"3,966.14","4,085.06",1/5/2023,1/5/2023
R_CPS_RFC,CNF  ORSP TECO,60959941,72FC,0070,NEL-O2,SSP-close out problem valve record-UTL,[PV]IV-66116 valve replacement work,GB.NEL.NE-IV-66116,1,0.5,0.5,"3,966.14","4,085.06",1/5/2023,1/5/2023
R_CPS_RFC,CNF  ORSP TECO,60959941,72FC,0080,NEL-S1-2,Dismantle Scaffold Support Frame,[PV]IV-66116 valve replacement work,GB.NEL.NE-IV-66116,2,6,6,"3,966.14","4,085.06",1/5/2023,1/5/2023
GBPPBC,CNF  PRT  TECO,61914370,72FP,0010,NEL-ZA-H,(8) REPLACE CAPACITORS,(8) REPLACE CAPACITORS,GB.NEL.NE-L-8072,1,0.5,0.5,49.89,29.88,1/5/2023,1/5/2023
GBPPBC,CNF  PRT  TECO,61914370,72FP,0020,NEL-E0-2,(8) REPLACE CAPACITORS,(8) REPLACE CAPACITORS,GB.NEL.NE-L-8072,1,0.5,0.5,49.89,29.88,1/5/2023,1/5/2023
INNKCQ,ICHA PRT  QMDA TECO,62195195,72FP,0010,NEL-I0-2,(1) PSD UNIT SHUTDOWN TESTS (6HRS),[PS22](1) PSD11O/P PSD UNIT SHUTDOWN TES,GB.NEL.G0302002,1,0.5,0,4,0,1/5/2023,1/5/2023
INNKCQ,PRT  TECO,62195195,72FP,0020,NEL-I0-2,(1) PSD UNIT SHUTDOWN TESTS Paper Work,[PS22](1) PSD11O/P PSD UNIT SHUTDOWN TES,GB.NEL.G0302002,1,5.5,0,4,0,1/5/2023,1/5/2023
INNKCQ,CNF  PRT  TECO,62195195,72FP,0030,NEL-I0-2,(1) PSD UNIT SHUTDOWN TESTS,[PS22](1) PSD11O/P PSD UNIT SHUTDOWN TES,GB.NEL.G0302002,1,0.1,0,4,0,1/5/2023,1/5/2023
GBPPBC,CNF  ORSP TECO,62432982,72FP,0010,NEL-I0-2,(1) GRS-6701 INSPECT,(1) GRS-6701 INSPECT YEARLY,GB.NEL.F0713001,2,12,12,"5,343.56","4,701.92",1/10/2023,1/5/2023
GBPPBC,CNF  ORSP TECO,62432982,72FP,0020,NEL-I0-2,(1) CHANGING OF FUSABLE LINKS,(1) GRS-6701 INSPECT YEARLY,GB.NEL.F0713001,2,4,4,"5,343.56","4,701.92",1/10/2023,1/5/2023
GBPPBC,CNF  TECO,62432982,72FP,0030,NEL-ZA-Q,TYCO Service PO-Mobilisation,(1) GRS-6701 INSPECT YEARLY,GB.NEL.F0713001,1,0,0,"5,343.56","4,701.92",1/10/2023,1/5/2023
R_CPS_RFC,CNF  ORSP TECO,62437311,72FP,0010,NEL-I1-7,(2) POPM VOL 1 - BOOK 21 CAL PROCEDURES,(2) POPM REVIEW - VOLUME 1 BOOK 21,GB.NEL.G0207103,1,12,12,0.24,0.24,1/7/2023,1/5/2023
R_CPS_RFC,CNF  ORSP TECO,62437311,72FP,0020,NEL-I1-7,(2) POPM VOL 2 - FUEL GAS SYSTEM,(2) POPM REVIEW - VOLUME 1 BOOK 21,GB.NEL.G0207103,1,4,4,0.24,0.24,1/7/2023,1/5/2023
R_CPS_RFC,CNF  ORSP TECO,62437311,72FP,0030,NEL-I1-7,(2) POPM VOL 3 - FLARE GAS SYSTEM,(2) POPM REVIEW - VOLUME 1 BOOK 21,GB.NEL.G0207103,1,4,4,0.24,0.24,1/7/2023,1/5/2023
R_CPS_RFC,CNF  ORSP TECO,62437311,72FP,0040,NEL-I1-7,(2) POPM VOL 4 - ENV MET PROCEDURES,(2) POPM REVIEW - VOLUME 1 BOOK 21,GB.NEL.G0207103,1,4,4,0.24,0.24,1/7/2023,1/5/2023
R_CPS_RFC,CNF  PRT  TECO,62437494,72FP,0010,NEL-O1,(2M) WATER SAMPLE FROM HOWE WELL,(2M) WATER SAMPLE FROM HOWE WELL,GB.NEL.A0502888,1,2,2,0.02,0.02,1/5/2023,1/5/2023
R_CPS_RFC,CNF  TECO,62479137,72FP,0010,NEL-E0-2,(2W) FAB WORKSHOP ELEC EQUIPMENT CHECKS,(2W) FAB WORKSHOP ELEC EQUIPMENT CHECKS,GB.NEL.E0231060,1,2,2,80,0,1/5/2023,1/5/2023
R_CPS_RFC,CNF  PRT  TECO,62489935,72FP,0010,NEL-O2,(Q) CHECK HUMIDIFER DRAINS,(Q) CHECK HUMIDIFER DRAINS,GB.NEL.L0103001,1,2,2,0.02,0.02,1/5/2023,1/5/2023
R_CPS_RFC,CNF  PRT  TECO,62498203,72FP,0010,NEL-O2,(M) CALORIFIER INSPECTION,(M) CALORIFIER INSPECTION,GB.NEL.E0431,1,3,3,0.03,0.03,1/5/2023,1/5/2023
GBAMAO,CNF  ICHA PRT  QMDA TECO,62498223,72FP,0010,NEL-T0,(1) MARINE VHF RADIO TEST,(1) MARINE VHF CHECKS,GB.NEL.H0411001,1,4,4,0.04,0.04,1/5/2023,1/5/2023
GBAMAO,CNF  ICHA PRT  QMDA TECO,62498224,72FP,0010,NEL-T0,(1) INMARSAT SYSTEM FUNCTION TEST,(1) INMARSAT CHECKS,GB.NEL.H0425001,1,4,2,0.04,0.02,1/5/2023,1/5/2023
GBAMAO,CNF  ICHA PRT  QMDA TECO,62498447,72FP,0010,NEL-T0,(Q) LIFEBOAT COMMUNICATIONS TEST,(Q) LIFEBOAT RADIO & BEACON CHECKS,GB.NEL.H0102001,1,5,6,0.05,0.06,1/5/2023,1/5/2023
R_CPS_RFC,CNF  PRT  TECO,62498493,72FP,0010,NEL-O1,(M) GLYCOL SAMPLE FOR ANALYSIS,(M) GLYCOL SAMPLE FOR ONSHORE ANALYS,GB.NEL.B0231,1,1,11,0.01,0.11,1/5/2023,1/5/2023
R_CPS_RFC,TECO,62498514,72FP,0010,NEL-O2,(2W) POT WATER DEADLEG FLUSHING,(2W) POT WATER DEADLEG FLUSHING,GB.NEL.E0401,1,2,0,0.02,0,1/5/2023,1/5/2023
GBPBRM,CNF  ICHA ORSP QMDA TECO,62498524,72FP,0010,NEL-E0-2,(M) MAIN GENERATOR INSPECT (2HRS),(M) G-8003 INSPECT MONTHLY EXTERNAL ONLY,GB.NEL.E0101004,1,2,2,80,80,1/5/2023,1/5/2023
TPGBMBEC,CNF  ICHA QMDA TECO,62498582,72FP,0010,NEL-ZF-S,(2M) SURVEY PX SUPPORTS IN C2M,(2M) GAS LIFT SUPPORT INSPECTION,GB.NEL.A0801888,1,10,10,0.12,0.12,1/6/2023,1/5/2023
TPGBMBEC,CNF  TECO,62498582,72FP,0020,NEL-ZF-S,"(2M) CHECK TURNBUCKLE PS1, W26",(2M) GAS LIFT SUPPORT INSPECTION,GB.NEL.A0801888,1,2,2,0.12,0.12,1/6/2023,1/5/2023
GBDBBG,CNF  ICHA ORSP QMDA TECO,62498694,72FP,0010,NEL-I0-2,(W) TEMP REFUGE HVAC ESD/IPF TRIP TESTS,"(W,6W) TR HVAC ESD/IPF TRIP TESTS",GB.NEL.F10,2,12,12,560,0,1/6/2023,1/5/2023
GBDBBG,CNF  ORSP TECO,62498694,72FP,0030,NEL-I0-2,(6W) TEST FIREMANS PANELS LQ/ICC,"(W,6W) TR HVAC ESD/IPF TRIP TESTS",GB.NEL.F10,2,2,2,560,0,1/6/2023,1/5/2023
GBKSTN,CNF  PRT  TECO,62514077,72FP,0010,NEL-E0-2,(1) CHECK UPS OPERATION,[BV] (1) UPS OPERATION CHECKS,GB.NEL.E0221,1,100,100,"25,693.20","22,083.80",1/21/2023,1/5/2023
GBKSTN,CNF  PRT  TECO,62514077,72FP,0020,NEL-ZA-H,(1) SPECIALIST ASSISTANCE,[BV] (1) UPS OPERATION CHECKS,GB.NEL.E0221,1,80,80,"25,693.20","22,083.80",1/21/2023,1/5/2023
GBKSTN,CNF  PRT  TECO,62514077,72FP,0030,NEL-ZA-H,UPS Operation checks -Calibre Power,[BV] (1) UPS OPERATION CHECKS,GB.NEL.E0221,0,0,0,"25,693.20","22,083.80",1/21/2023,1/5/2023
GBKSTN,CNF  TECO,62514077,72FP,0040,NEL-E0-2,Raise follow up notifications,[BV] (1) UPS OPERATION CHECKS,GB.NEL.E0221,1,2,2,"25,693.20","22,083.80",1/21/2023,1/5/2023
R_CPS_RFC,CNF  PRT  TECO,62606138,72FP,0010,NEL-O2,(W) POT WATER DEADLEG FLUSHING,(W) POT WATER DEADLEG FLUSHING,GB.NEL.E0401,1,2,2,0.08,0.08,1/6/2023,1/5/2023
R_CPS_RFC,CNF  PRT  TECO,62606138,72FP,0020,NEL-O2,(W) FLUSH FEED TO HUMIDIFIER HH-8801/02,(W) POT WATER DEADLEG FLUSHING,GB.NEL.E0401,1,2,2,0.08,0.08,1/6/2023,1/5/2023
R_CPS_RFC,CNF  PRT  TECO,62606138,72FP,0030,NEL-O2,(W) FEED TO PIG LAUNCHER VIA TANK T1001,(W) POT WATER DEADLEG FLUSHING,GB.NEL.E0401,1,2,2,0.08,0.08,1/6/2023,1/5/2023
R_CPS_RFC,CNF  PRT  TECO,62606138,72FP,0040,NEL-O2,(W) DERRICK POTWTR SPLY (UNDER DRAG DRN),(W) POT WATER DEADLEG FLUSHING,GB.NEL.E0401,1,2,2,0.08,0.08,1/6/2023,1/5/2023
GBDBBG,CNF  ORSP REL,62617061,72FC,0001,NEL-S1-2,Scaffold shelving to be built,[SECE]Carryout G-8010 Overhaul@,GB.NEL.NE-G-8010,2,12,12,"265,672.99","252,042.38",7/16/2023,1/5/2023
